a_phys,a,a_copy,b_phys,b,b_copy,pair_key,depth_um,cases
ow_mc3DL_phys,mc3DL,27,ow_pm6D_phys,pm6D,26,mc3DL||pm6D,0.8544510000000001,1
ow_pm3VR_phys,pm3VR,43,ow_pm1_phys,pm1,12,pm1||pm3VR,0.853082,7
ow_ut3_Post_phys,ut3_Post,238,ow_int6R_phys,int6R,281,int6R||ut3_Post,0.845591,28
ow_pm2D_phys,pm2D,15,ow_e3D_phys,e3D,9,e3D||pm2D,0.839776,43
ow_e2DL_phys,e2DL,8,ow_e3VL_phys,e3VL,35,e2DL||e3VL,0.838121,38
ow_mc3DR_phys,mc3DR,16,ow_Phar_Gland_g1_R_phys,Phar_Gland_g1_R,0,Phar_Gland_g1_R||mc3DR,0.8372809999999999,34
ow_pm6D_phys,pm6D,26,ow_Phar_Gland_Dorsal_g2_phys,Phar_Gland_Dorsal_g2,2,Phar_Gland_Dorsal_g2||pm6D,0.833596,10
ow_Gonadal_Sheath_A2R_phys,Gonadal_Sheath_A2R,206,ow_Gonadal_Sheath_A1L_phys,Gonadal_Sheath_A1L,197,Gonadal_Sheath_A1L||Gonadal_Sheath_A2R,0.829043,9
ow_int6R_phys,int6R,281,ow_Sp_Ut_Valve_Post_phys,Sp_Ut_Valve_Post,246,Sp_Ut_Valve_Post||int6R,0.8246420000000001,1
ow_pm1_phys,pm1,12,ow_e2DR_phys,e2DR,7,e2DR||pm1,0.824043,2
ow_mc3DL_phys,mc3DL,27,ow_Phar_Gland_Dorsal_g2_phys,Phar_Gland_Dorsal_g2,2,Phar_Gland_Dorsal_g2||mc3DL,0.82049,3
ow_pm6D_phys,pm6D,26,ow_pm7D_phys,pm7D,24,pm6D||pm7D,0.814083,33
ow_um1L_Ant_phys,um1L_Ant,212,ow_uv2_Ant_phys,uv2_Ant,236,um1L_Ant||uv2_Ant,0.813313,2
ow_mu_bod_VR17_phys,mu_bod_VR17,80,ow_ut4_Post_phys,ut4_Post,244,mu_bod_VR17||ut4_Post,0.806654,14
ow_Gonadal_Sheath_P4V_phys,Gonadal_Sheath_P4V,200,ow_mu_bod_VR21_phys,mu_bod_VR21,78,Gonadal_Sheath_P4V||mu_bod_VR21,0.8002630000000001,9
ow_pm2D_phys,pm2D,15,ow_e1D_phys,e1D,10,e1D||pm2D,0.800095,12
ow_int5R_phys,int5R,282,ow_ut2_Post_phys,ut2_Post,239,int5R||ut2_Post,0.800074,15
ow_um2L_Post_phys,um2L_Post,214,ow_mu_bod_VL15_phys,mu_bod_VL15,59,mu_bod_VL15||um2L_Post,0.799721,34
ow_Gonadal_Sheath_A4V_phys,Gonadal_Sheath_A4V,204,ow_Oocyte_Ant_4_phys,Oocyte_Ant_4,263,Gonadal_Sheath_A4V||Oocyte_Ant_4,0.795387,27
ow_uv3_Post_phys,uv3_Post,234,ow_uv2_Post_phys,uv2_Post,232,uv2_Post||uv3_Post,0.794132,24
ow_utse_phys,utse,243,ow_mu_bod_VR15_phys,mu_bod_VR15,81,mu_bod_VR15||utse,0.793636,10
ow_Gonadal_Sheath_P5D_phys,Gonadal_Sheath_P5D,190,ow_Oocyte_Post_2_phys,Oocyte_Post_2,255,Gonadal_Sheath_P5D||Oocyte_Post_2,0.792584,30
ow_mc2DL_phys,mc2DL,31,ow_pm5D_phys,pm5D,30,mc2DL||pm5D,0.7841180000000001,3
ow_pm2VL_phys,pm2VL,14,ow_e2DL_phys,e2DL,8,e2DL||pm2VL,0.773233,35
ow_vulD_phys,vulD,227,ow_vm1R_Ant_phys,vm1R_Ant,224,vm1R_Ant||vulD,0.771578,3
ow_pm7VL_phys,pm7VL,23,ow_Phar_Gland_Dorsal_g2_phys,Phar_Gland_Dorsal_g2,2,Phar_Gland_Dorsal_g2||pm7VL,0.771571,2
ow_Oocyte_Ant_5_phys,Oocyte_Ant_5,262,ow_Gonadal_Sheath_A4D_phys,Gonadal_Sheath_A4D,189,Gonadal_Sheath_A4D||Oocyte_Ant_5,0.771344,417
ow_int1VL_phys,int1VL,279,ow_vpi3_V_phys,vpi3_V,283,int1VL||vpi3_V,0.764196,44
ow_vulE_phys,vulE,228,ow_uv1_Post_phys,uv1_Post,233,uv1_Post||vulE,0.761792,15
ow_e1VL_phys,e1VL,36,ow_e2DL_phys,e2DL,8,e1VL||e2DL,0.759279,24
ow_vm2L_Post_phys,vm2L_Post,210,ow_vulE_phys,vulE,228,vm2L_Post||vulE,0.758193,1
ow_pm7D_phys,pm7D,24,ow_vpi1_phys,vpi1,288,pm7D||vpi1,0.75624,14
ow_vpi2_V_phys,vpi2_V,286,ow_vpi2_DL_phys,vpi2_DL,285,vpi2_DL||vpi2_V,0.752524,5
ow_Oocyte_Ant_4_phys,Oocyte_Ant_4,263,ow_Gonadal_Sheath_A4D_phys,Gonadal_Sheath_A4D,189,Gonadal_Sheath_A4D||Oocyte_Ant_4,0.7470019999999999,323
ow_vm1L_Ant_phys,vm1L_Ant,208,ow_um1L_Ant_phys,um1L_Ant,212,um1L_Ant||vm1L_Ant,0.746043,10
ow_mu_bod_DL7_phys,mu_bod_DL7,129,ow_mu_bod_DL8_phys,mu_bod_DL8,118,mu_bod_DL7||mu_bod_DL8,0.74574,1
ow_vpi1_phys,vpi1,288,ow_int1DL_phys,int1DL,268,int1DL||vpi1,0.7447469999999999,58
ow_mu_bod_DR9_phys,mu_bod_DR9,104,ow_int2D_phys,int2D,277,int2D||mu_bod_DR9,0.743028,170
ow_int2D_phys,int2D,277,ow_mu_bod_DR9_phys,mu_bod_DR9,104,int2D||mu_bod_DR9,0.7413869999999999,25
ow_Oocyte_Ant_6_phys,Oocyte_Ant_6,261,ow_Gonadal_Sheath_A4D_phys,Gonadal_Sheath_A4D,189,Gonadal_Sheath_A4D||Oocyte_Ant_6,0.739568,273
ow_Arcade_Cell_Ant_phys,Arcade_Cell_Ant,3,ow_pm1_phys,pm1,12,Arcade_Cell_Ant||pm1,0.739524,1
ow_mc1DR_phys,mc1DR,20,ow_pm4VR_phys,pm4VR,39,mc1DR||pm4VR,0.736482,5
ow_int5R_phys,int5R,282,ow_mu_bod_DR15_phys,mu_bod_DR15,109,int5R||mu_bod_DR15,0.7361369999999999,5
ow_Rachis_A_phys,Rachis_A,199,ow_Gonadal_Sheath_A2L_phys,Gonadal_Sheath_A2L,196,Gonadal_Sheath_A2L||Rachis_A,0.734541,45
ow_uv2_Post_phys,uv2_Post,232,ow_vm2R_Post_phys,vm2R_Post,230,uv2_Post||vm2R_Post,0.7343099999999999,9
ow_pm7VR_phys,pm7VR,44,ow_pm6VR_phys,pm6VR,28,pm6VR||pm7VR,0.7335689999999999,78
ow_Phar_Gland_Dorsal_g2_phys,Phar_Gland_Dorsal_g2,2,ow_pm5VR_phys,pm5VR,32,Phar_Gland_Dorsal_g2||pm5VR,0.73194,3
ow_uv1_Ant_phys,uv1_Ant,237,ow_uv2_Ant_phys,uv2_Ant,236,uv1_Ant||uv2_Ant,0.7279370000000001,15
ow_Sp_bag_A_2V_phys,Sp_bag_A_2V,170,ow_Sp_bag_A_3R_phys,Sp_bag_A_3R,168,Sp_bag_A_2V||Sp_bag_A_3R,0.723887,1
ow_mu_bod_DR22_phys,mu_bod_DR22,90,ow_Gonadal_Sheath_P1R_phys,Gonadal_Sheath_P1R,203,Gonadal_Sheath_P1R||mu_bod_DR22,0.719698,26
ow_mc1DR_phys,mc1DR,20,ow_pm1_phys,pm1,12,mc1DR||pm1,0.719294,4
ow_mu_bod_VR18_phys,mu_bod_VR18,69,ow_ut4_Post_phys,ut4_Post,244,mu_bod_VR18||ut4_Post,0.719052,14
ow_um1R_Ant_phys,um1R_Ant,218,ow_vulC_phys,vulC,223,um1R_Ant||vulC,0.715913,15
ow_mu_bod_VL17_phys,mu_bod_VL17,58,ow_um2L_Post_phys,um2L_Post,214,mu_bod_VL17||um2L_Post,0.7117129999999999,19
ow_mu_bod_VR18_phys,mu_bod_VR18,69,ow_vulA_phys,vulA,220,mu_bod_VR18||vulA,0.7091649999999999,4
ow_vpi2_DR_phys,vpi2_DR,287,ow_vpi3_V_phys,vpi3_V,283,vpi2_DR||vpi3_V,0.708729,5
ow_Oocyte_Ant_2_phys,Oocyte_Ant_2,265,ow_Gonadal_Sheath_A5V_phys,Gonadal_Sheath_A5V,267,Gonadal_Sheath_A5V||Oocyte_Ant_2,0.708152,33
ow_mu_bod_VR13_phys,mu_bod_VR13,82,ow_int4V_phys,int4V,275,int4V||mu_bod_VR13,0.7056399999999999,38
ow_mu_bod_VR21_phys,mu_bod_VR21,78,ow_Gonadal_Sheath_P4V_phys,Gonadal_Sheath_P4V,200,Gonadal_Sheath_P4V||mu_bod_VR21,0.7047329999999999,70
ow_mu_bod_DR24_phys,mu_bod_DR24,136,ow_Gonadal_Sheath_P1R_phys,Gonadal_Sheath_P1R,203,Gonadal_Sheath_P1R||mu_bod_DR24,0.704241,13
ow_vpi3_V_phys,vpi3_V,283,ow_int1DR_phys,int1DR,292,int1DR||vpi3_V,0.700674,11
ow_pm5VR_phys,pm5VR,32,ow_mc1DR_phys,mc1DR,20,mc1DR||pm5VR,0.6985119999999999,8
ow_mu_bod_DR24_phys,mu_bod_DR24,136,ow_Gonadal_Sheath_P1L_phys,Gonadal_Sheath_P1L,194,Gonadal_Sheath_P1L||mu_bod_DR24,0.692744,46
ow_um2R_Post_phys,um2R_Post,219,ow_int5L_phys,int5L,274,int5L||um2R_Post,0.690397,55
ow_Gonadal_Sheath_P3R_phys,Gonadal_Sheath_P3R,201,ow_mu_bod_VR23_phys,mu_bod_VR23,133,Gonadal_Sheath_P3R||mu_bod_VR23,0.6881900000000001,15
ow_mu_anal_phys,mu_anal,302,ow_mu_bod_DL24_phys,mu_bod_DL24,138,mu_anal||mu_bod_DL24,0.684312,5
ow_Gonadal_Sheath_P4V_phys,Gonadal_Sheath_P4V,200,ow_mu_bod_VR23_phys,mu_bod_VR23,133,Gonadal_Sheath_P4V||mu_bod_VR23,0.6812590000000001,16
ow_vpi3_V_phys,vpi3_V,283,ow_vpi2_V_phys,vpi2_V,286,vpi2_V||vpi3_V,0.681053,2
ow_vulE_phys,vulE,228,ow_uv1_Ant_phys,uv1_Ant,237,uv1_Ant||vulE,0.678844,6
ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,ow_e1VR_phys,e1VR,5,Arcade_Cell_Post||e1VR,0.6775990000000001,20
ow_Sp_bag_P_2L_phys,Sp_bag_P_2L,156,ow_Sp_bag_P_1L_phys,Sp_bag_P_1L,154,Sp_bag_P_1L||Sp_bag_P_2L,0.6747089999999999,8
ow_um2R_Post_phys,um2R_Post,219,ow_ut2_Post_phys,ut2_Post,239,um2R_Post||ut2_Post,0.674701,130
ow_vpi3_V_phys,vpi3_V,283,ow_int1DL_phys,int1DL,268,int1DL||vpi3_V,0.6725,90
ow_mu_bod_DR23_phys,mu_bod_DR23,89,ow_Gonadal_Sheath_P1R_phys,Gonadal_Sheath_P1R,203,Gonadal_Sheath_P1R||mu_bod_DR23,0.671691,50
ow_mu_bod_VL14_phys,mu_bod_VL14,49,ow_mu_bod_VR14_phys,mu_bod_VR14,71,mu_bod_VL14||mu_bod_VR14,0.668467,8
ow_Gonadal_Sheath_P4D_phys,Gonadal_Sheath_P4D,191,ow_Oocyte_Post_4_phys,Oocyte_Post_4,253,Gonadal_Sheath_P4D||Oocyte_Post_4,0.667173,63
ow_um2L_Post_phys,um2L_Post,214,ow_ut2_Post_phys,ut2_Post,239,um2L_Post||ut2_Post,0.665004,121
ow_ut1_Post_phys,ut1_Post,240,ow_mu_bod_VR18_phys,mu_bod_VR18,69,mu_bod_VR18||ut1_Post,0.6641330000000001,10
ow_Oocyte_Ant_5_phys,Oocyte_Ant_5,262,ow_Gonadal_Sheath_A4V_phys,Gonadal_Sheath_A4V,204,Gonadal_Sheath_A4V||Oocyte_Ant_5,0.663538,82
ow_mu_bod_DR24_phys,mu_bod_DR24,136,ow_rect_D_phys,rect_D,300,mu_bod_DR24||rect_D,0.662511,5
ow_mu_anal_phys,mu_anal,302,ow_mu_bod_DR24_phys,mu_bod_DR24,136,mu_anal||mu_bod_DR24,0.65925,20
ow_pm7VR_phys,pm7VR,44,ow_Phar_Gland_Dorsal_g2_phys,Phar_Gland_Dorsal_g2,2,Phar_Gland_Dorsal_g2||pm7VR,0.6570900000000001,2
ow_pm7VL_phys,pm7VL,23,ow_mc3DL_phys,mc3DL,27,mc3DL||pm7VL,0.656653,6
ow_Oocyte_Ant_3_phys,Oocyte_Ant_3,264,ow_Gonadal_Sheath_A5D_phys,Gonadal_Sheath_A5D,188,Gonadal_Sheath_A5D||Oocyte_Ant_3,0.655762,234
ow_mc3DR_phys,mc3DR,16,ow_pm6VR_phys,pm6VR,28,mc3DR||pm6VR,0.654043,2
ow_Gonadal_Sheath_P3L_phys,Gonadal_Sheath_P3L,192,ow_Oocyte_Post_8_phys,Oocyte_Post_8,249,Gonadal_Sheath_P3L||Oocyte_Post_8,0.648995,15
ow_Gonadal_Sheath_P2R_phys,Gonadal_Sheath_P2R,202,ow_Gonadal_Sheath_P1R_phys,Gonadal_Sheath_P1R,203,Gonadal_Sheath_P1R||Gonadal_Sheath_P2R,0.639651,10
ow_mu_bod_DR11_phys,mu_bod_DR11,105,ow_int2D_phys,int2D,277,int2D||mu_bod_DR11,0.638811,11
ow_Oocyte_Ant_4_phys,Oocyte_Ant_4,263,ow_Gonadal_Sheath_A4V_phys,Gonadal_Sheath_A4V,204,Gonadal_Sheath_A4V||Oocyte_Ant_4,0.633328,20
ow_int1DR_phys,int1DR,292,ow_vpi3_V_phys,vpi3_V,283,int1DR||vpi3_V,0.632751,14
ow_Gonadal_Sheath_A5D_phys,Gonadal_Sheath_A5D,188,ow_int3V_phys,int3V,276,Gonadal_Sheath_A5D||int3V,0.626677,12
ow_pm3VL_phys,pm3VL,40,ow_pm4VL_phys,pm4VL,33,pm3VL||pm4VL,0.626506,8
ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,ow_e3VL_phys,e3VL,35,Arcade_Cell_Post||e3VL,0.6238490000000001,14
ow_int1DL_phys,int1DL,268,ow_vpi2_DL_phys,vpi2_DL,285,int1DL||vpi2_DL,0.6234299999999999,31
ow_mu_bod_VR10_phys,mu_bod_VR10,73,ow_mu_bod_VR9_phys,mu_bod_VR9,84,mu_bod_VR10||mu_bod_VR9,0.6223350000000001,6
ow_Oocyte_Ant_6_phys,Oocyte_Ant_6,261,ow_Gonadal_Sheath_A4V_phys,Gonadal_Sheath_A4V,204,Gonadal_Sheath_A4V||Oocyte_Ant_6,0.619875,43
ow_um1L_Post_phys,um1L_Post,211,ow_mu_bod_VL15_phys,mu_bod_VL15,59,mu_bod_VL15||um1L_Post,0.6190829999999999,42
ow_int2V_phys,int2V,291,ow_Gonadal_Sheath_A5D_phys,Gonadal_Sheath_A5D,188,Gonadal_Sheath_A5D||int2V,0.618093,8
ow_Gonadal_Sheath_P3L_phys,Gonadal_Sheath_P3L,192,ow_Oocyte_Post_7_phys,Oocyte_Post_7,250,Gonadal_Sheath_P3L||Oocyte_Post_7,0.6180410000000001,8
ow_Gonadal_Sheath_A5V_phys,Gonadal_Sheath_A5V,267,ow_Oocyte_Ant_2_phys,Oocyte_Ant_2,265,Gonadal_Sheath_A5V||Oocyte_Ant_2,0.6136459999999999,4
ow_mc1DL_phys,mc1DL,42,ow_pm1_phys,pm1,12,mc1DL||pm1,0.612949,9
ow_Phar_Gland_Dorsal_g2_phys,Phar_Gland_Dorsal_g2,2,ow_mc2DR_phys,mc2DR,18,Phar_Gland_Dorsal_g2||mc2DR,0.610341,66
ow_vulA_phys,vulA,220,ow_mu_bod_VL18_phys,mu_bod_VL18,47,mu_bod_VL18||vulA,0.609598,15
ow_vpi1_phys,vpi1,288,ow_int1VL_phys,int1VL,279,int1VL||vpi1,0.608928,24
ow_pm4VL_phys,pm4VL,33,ow_mc2V_phys,mc2V,17,mc2V||pm4VL,0.6076459999999999,2
ow_mu_bod_DL23_phys,mu_bod_DL23,122,ow_int9L_phys,int9L,270,int9L||mu_bod_DL23,0.6067870000000001,34
ow_mu_bod_VR23_phys,mu_bod_VR23,133,ow_Gonadal_Sheath_P3R_phys,Gonadal_Sheath_P3R,201,Gonadal_Sheath_P3R||mu_bod_VR23,0.6034160000000001,12
ow_e1D_phys,e1D,10,ow_e3D_phys,e3D,9,e1D||e3D,0.6019439999999999,20
ow_e3VR_phys,e3VR,6,ow_e2V_phys,e2V,11,e2V||e3VR,0.600077,8
ow_e3VR_phys,e3VR,6,ow_e1VR_phys,e1VR,5,e1VR||e3VR,0.598711,84
ow_mu_bod_VL15_phys,mu_bod_VL15,59,ow_um2L_Post_phys,um2L_Post,214,mu_bod_VL15||um2L_Post,0.596989,55
ow_int9L_phys,int9L,270,ow_mu_bod_DL23_phys,mu_bod_DL23,122,int9L||mu_bod_DL23,0.596418,11
ow_Gonadal_Sheath_P4D_phys,Gonadal_Sheath_P4D,191,ow_Oocyte_Post_3_phys,Oocyte_Post_3,254,Gonadal_Sheath_P4D||Oocyte_Post_3,0.59558,39
ow_ut2_Post_phys,ut2_Post,239,ow_um2R_Post_phys,um2R_Post,219,um2R_Post||ut2_Post,0.594561,18
ow_Gonadal_Sheath_P5D_phys,Gonadal_Sheath_P5D,190,ow_Oocyte_Post_3_phys,Oocyte_Post_3,254,Gonadal_Sheath_P5D||Oocyte_Post_3,0.593916,27
ow_Gonadal_Sheath_A1R_phys,Gonadal_Sheath_A1R,207,ow_Gonadal_Sheath_A1L_phys,Gonadal_Sheath_A1L,197,Gonadal_Sheath_A1L||Gonadal_Sheath_A1R,0.5936440000000001,2
ow_e2DL_phys,e2DL,8,ow_e1VL_phys,e1VL,36,e1VL||e2DL,0.590807,1
ow_int2V_phys,int2V,291,ow_int2D_phys,int2D,277,int2D||int2V,0.588577,39
ow_mu_bod_VR6_phys,mu_bod_VR6,75,ow_Excretory_Pore_Cell_phys,Excretory_Pore_Cell,296,Excretory_Pore_Cell||mu_bod_VR6,0.587989,22
ow_int2D_phys,int2D,277,ow_int2V_phys,int2V,291,int2D||int2V,0.5844020000000001,40
ow_mu_bod_VR15_phys,mu_bod_VR15,81,ow_um2R_Post_phys,um2R_Post,219,mu_bod_VR15||um2R_Post,0.5826979999999999,39
ow_Oocyte_Post_3_phys,Oocyte_Post_3,254,ow_Gonadal_Sheath_P5D_phys,Gonadal_Sheath_P5D,190,Gonadal_Sheath_P5D||Oocyte_Post_3,0.582609,76
ow_Oocyte_Post_4_phys,Oocyte_Post_4,253,ow_Gonadal_Sheath_P4D_phys,Gonadal_Sheath_P4D,191,Gonadal_Sheath_P4D||Oocyte_Post_4,0.58204,212
ow_Gonadal_Sheath_P4D_phys,Gonadal_Sheath_P4D,191,ow_Oocyte_Post_5_phys,Oocyte_Post_5,252,Gonadal_Sheath_P4D||Oocyte_Post_5,0.5793039999999999,77
ow_vm2L_Post_phys,vm2L_Post,210,ow_uv2_Post_phys,uv2_Post,232,uv2_Post||vm2L_Post,0.578095,2
ow_Oocyte_Post_6_phys,Oocyte_Post_6,251,ow_Gonadal_Sheath_P3L_phys,Gonadal_Sheath_P3L,192,Gonadal_Sheath_P3L||Oocyte_Post_6,0.577474,179
ow_Phar_Gland_Dorsal_g2_phys,Phar_Gland_Dorsal_g2,2,ow_mc1DR_phys,mc1DR,20,Phar_Gland_Dorsal_g2||mc1DR,0.575591,148
ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,ow_e2DL_phys,e2DL,8,Arcade_Cell_Post||e2DL,0.570832,12
ow_mu_bod_VR12_phys,mu_bod_VR12,72,ow_mu_bod_VR9_phys,mu_bod_VR9,84,mu_bod_VR12||mu_bod_VR9,0.5704790000000001,9
ow_uv1_Post_phys,uv1_Post,233,ow_uv2_Post_phys,uv2_Post,232,uv1_Post||uv2_Post,0.56909,32
ow_e1VL_phys,e1VL,36,ow_e3VL_phys,e3VL,35,e1VL||e3VL,0.565714,16
ow_vm2L_Ant_phys,vm2L_Ant,231,ow_mu_bod_VL16_phys,mu_bod_VL16,48,mu_bod_VL16||vm2L_Ant,0.565486,34
ow_rect_D_phys,rect_D,300,ow_rect_VR_phys,rect_VR,299,rect_D||rect_VR,0.5633360000000001,15
ow_uv1_Post_phys,uv1_Post,233,ow_utse_phys,utse,243,utse||uv1_Post,0.563163,39
ow_vulF_phys,vulF,229,ow_vm2L_Post_phys,vm2L_Post,210,vm2L_Post||vulF,0.56222,1
ow_int3V_phys,int3V,276,ow_Gonadal_Sheath_A5D_phys,Gonadal_Sheath_A5D,188,Gonadal_Sheath_A5D||int3V,0.56096,10
ow_Sp_bag_A_1V_phys,Sp_bag_A_1V,178,ow_Sp_bag_A_1R_phys,Sp_bag_A_1R,173,Sp_bag_A_1R||Sp_bag_A_1V,0.55928,2
ow_Oocyte_Post_3_phys,Oocyte_Post_3,254,ow_Gonadal_Sheath_P4D_phys,Gonadal_Sheath_P4D,191,Gonadal_Sheath_P4D||Oocyte_Post_3,0.5555589999999999,92
ow_Oocyte_Ant_7_phys,Oocyte_Ant_7,260,ow_Oocyte_Ant_6_phys,Oocyte_Ant_6,261,Oocyte_Ant_6||Oocyte_Ant_7,0.5536190000000001,1
ow_int1DL_phys,int1DL,268,ow_vpi3_V_phys,vpi3_V,283,int1DL||vpi3_V,0.550481,14
ow_Gonadal_Sheath_P1L_phys,Gonadal_Sheath_P1L,194,ow_mu_bod_DR22_phys,mu_bod_DR22,90,Gonadal_Sheath_P1L||mu_bod_DR22,0.546354,2
ow_int1VL_phys,int1VL,279,ow_vpi2_V_phys,vpi2_V,286,int1VL||vpi2_V,0.5400750000000001,23
ow_Oocyte_Post_8_phys,Oocyte_Post_8,249,ow_Gonadal_Sheath_P3L_phys,Gonadal_Sheath_P3L,192,Gonadal_Sheath_P3L||Oocyte_Post_8,0.5386470000000001,94
ow_Oocyte_Ant_2_phys,Oocyte_Ant_2,265,ow_Gonadal_Sheath_A5D_phys,Gonadal_Sheath_A5D,188,Gonadal_Sheath_A5D||Oocyte_Ant_2,0.53837,142
ow_pm7D_phys,pm7D,24,ow_pm6D_phys,pm6D,26,pm6D||pm7D,0.5382720000000001,65
ow_Excretory_Pore_Cell_phys,Excretory_Pore_Cell,296,ow_mu_bod_VR6_phys,mu_bod_VR6,75,Excretory_Pore_Cell||mu_bod_VR6,0.535824,20
ow_int3V_phys,int3V,276,ow_mu_bod_VR11_phys,mu_bod_VR11,83,int3V||mu_bod_VR11,0.534446,3
ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,ow_e2DR_phys,e2DR,7,Arcade_Cell_Post||e2DR,0.5273110000000001,20
ow_pm6VR_phys,pm6VR,28,ow_Phar_Gland_g1_R_phys,Phar_Gland_g1_R,0,Phar_Gland_g1_R||pm6VR,0.522594,1
ow_Oocyte_Post_7_phys,Oocyte_Post_7,250,ow_Gonadal_Sheath_P3L_phys,Gonadal_Sheath_P3L,192,Gonadal_Sheath_P3L||Oocyte_Post_7,0.5224610000000001,120
ow_vulF_phys,vulF,229,ow_uv2_Post_phys,uv2_Post,232,uv2_Post||vulF,0.5162859999999999,13
ow_pm5VL_phys,pm5VL,29,ow_mc1DL_phys,mc1DL,42,mc1DL||pm5VL,0.51483,1
ow_mu_bod_VR23_phys,mu_bod_VR23,133,ow_Gonadal_Sheath_P4V_phys,Gonadal_Sheath_P4V,200,Gonadal_Sheath_P4V||mu_bod_VR23,0.514503,11
ow_mu_bod_VR11_phys,mu_bod_VR11,83,ow_int3V_phys,int3V,276,int3V||mu_bod_VR11,0.513759,24
ow_Gonadal_Sheath_A2R_phys,Gonadal_Sheath_A2R,206,ow_Oocyte_Ant_10_phys,Oocyte_Ant_10,257,Gonadal_Sheath_A2R||Oocyte_Ant_10,0.51285,18
ow_vpi2_V_phys,vpi2_V,286,ow_int1DL_phys,int1DL,268,int1DL||vpi2_V,0.511254,91
ow_int2D_phys,int2D,277,ow_mu_bod_DR11_phys,mu_bod_DR11,105,int2D||mu_bod_DR11,0.511081,5
ow_e2DR_phys,e2DR,7,ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,Arcade_Cell_Post||e2DR,0.505381,100
ow_mu_bod_DR23_phys,mu_bod_DR23,89,ow_mu_anal_phys,mu_anal,302,mu_anal||mu_bod_DR23,0.50418,18
ow_Phar_Gland_g1_L_phys,Phar_Gland_g1_L,37,ow_pm6D_phys,pm6D,26,Phar_Gland_g1_L||pm6D,0.50407,90
ow_Oocyte_Post_8_phys,Oocyte_Post_8,249,ow_Gonadal_Sheath_P3R_phys,Gonadal_Sheath_P3R,201,Gonadal_Sheath_P3R||Oocyte_Post_8,0.503974,168
ow_vulF_phys,vulF,229,ow_uv1_Ant_phys,uv1_Ant,237,uv1_Ant||vulF,0.503475,11
ow_Gonadal_Sheath_P4V_phys,Gonadal_Sheath_P4V,200,ow_Oocyte_Post_4_phys,Oocyte_Post_4,253,Gonadal_Sheath_P4V||Oocyte_Post_4,0.500392,46
ow_um1R_Ant_phys,um1R_Ant,218,ow_vm1R_Ant_phys,vm1R_Ant,224,um1R_Ant||vm1R_Ant,0.49884300000000004,5
ow_mu_bod_DL24_phys,mu_bod_DL24,138,ow_mu_anal_phys,mu_anal,302,mu_anal||mu_bod_DL24,0.49864800000000004,15
ow_Sp_bag_P_1D_phys,Sp_bag_P_1D,152,ow_Sp_bag_P_1R_phys,Sp_bag_P_1R,153,Sp_bag_P_1D||Sp_bag_P_1R,0.49792200000000003,1
ow_Gonadal_Sheath_P3R_phys,Gonadal_Sheath_P3R,201,ow_Oocyte_Post_8_phys,Oocyte_Post_8,249,Gonadal_Sheath_P3R||Oocyte_Post_8,0.497317,30
ow_mu_bod_VL18_phys,mu_bod_VL18,47,ow_vulA_phys,vulA,220,mu_bod_VL18||vulA,0.494916,6
ow_mu_bod_DL4_phys,mu_bod_DL4,120,ow_mu_bod_DL6_phys,mu_bod_DL6,119,mu_bod_DL4||mu_bod_DL6,0.493887,2
ow_mu_bod_VL4_phys,mu_bod_VL4,54,ow_mu_bod_VL6_phys,mu_bod_VL6,53,mu_bod_VL4||mu_bod_VL6,0.492096,2
ow_e3D_phys,e3D,9,ow_Arcade_Cell_Post_phys,Arcade_Cell_Post,4,Arcade_Cell_Post||e3D,0.48783800000000005,77
ow_mu_bod_DR22_phys,mu_bod_DR22,90,ow_Rachis_P_phys,Rachis_P,198,Rachis_P||mu_bod_DR22,0.484859,8
ow_pm3VL_phys,pm3VL,40,ow_mc1DL_phys,mc1DL,42,mc1DL||pm3VL,0.48369999999999996,5
ow_mu_bod_VL16_phys,mu_bod_VL16,48,ow_mu_bod_VL14_phys,mu_bod_VL14,49,mu_bod_VL14||mu_bod_VL16,0.48238099999999995,2
ow_vm2L_Post_phys,vm2L_Post,210,ow_uv3_Post_phys,uv3_Post,234,uv3_Post||vm2L_Post,0.482328,208
ow_int5L_phys,int5L,274,ow_ut1_Post_phys,ut1_Post,240,int5L||ut1_Post,0.48231799999999997,4
ow_ut3_Post_phys,ut3_Post,238,ow_mu_bod_VR18_phys,mu_bod_VR18,69,mu_bod_VR18||ut3_Post,0.482038,9
ow_Oocyte_Post_4_phys,Oocyte_Post_4,253,ow_Gonadal_Sheath_P4V_phys,Gonadal_Sheath_P4V,200,Gonadal_Sheath_P4V||Oocyte_Post_4,0.479889,49
ow_e3D_phys,e3D,9,ow_e2DR_phys,e2DR,7,e2DR||e3D,0.478948,45
ow_e1D_phys,e1D,10,ow_e2DR_phys,e2DR,7,e1D||e2DR,0.477286,32
ow_e2V_phys,e2V,11,ow_e1VR_phys,e1VR,5,e1VR||e2V,0.477178,41
